Stationscode;Datum;"Feinstaub (PM₁₀) stündlich gleitendes Tagesmittel in µg/m³";"Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³";"Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³";Luftqualitätsindex
DEHE005;"'04.04.2019 05:00'";10;47;21;gut
DEHE005;"'04.04.2019 06:00'";11;35;34;gut
DEHE005;"'04.04.2019 07:00'";12;31;36;gut
DEHE005;"'04.04.2019 08:00'";13;21;50;mäßig
DEHE005;"'04.04.2019 09:00'";14;13;55;mäßig
DEHE005;"'04.04.2019 10:00'";14;12;52;mäßig
DEHE005;"'04.04.2019 11:00'";14;26;40;gut
DEHE005;"'04.04.2019 12:00'";14;35;32;gut
DEHE005;"'04.04.2019 13:00'";14;37;31;gut
DEHE005;"'04.04.2019 14:00'";14;43;32;gut
DEHE005;"'04.04.2019 15:00'";14;42;29;gut
DEHE005;"'04.04.2019 16:00'";14;36;34;gut
DEHE005;"'04.04.2019 17:00'";15;40;33;gut
DEHE005;"'04.04.2019 18:00'";14;40;36;gut
DEHE005;"'04.04.2019 19:00'";14;42;36;gut
DEHE005;"'04.04.2019 20:00'";14;40;39;gut
DEHE005;"'04.04.2019 21:00'";14;49;33;gut
DEHE005;"'04.04.2019 22:00'";14;51;29;gut
DEHE005;"'04.04.2019 23:00'";14;55;27;gut
DEHE005;"'04.04.2019 24:00'";14;53;26;gut
DEHE005;"'05.04.2019 01:00'";14;52;28;gut
DEHE005;"'05.04.2019 02:00'";15;46;25;gut
DEHE005;"'05.04.2019 03:00'";15;44;17;"sehr gut"
DEHE005;"'05.04.2019 04:00'";15;35;23;gut
DEHE005;"'05.04.2019 05:00'";14;27;29;gut
DEHE005;"'05.04.2019 06:00'";14;18;42;mäßig
DEHE005;"'05.04.2019 07:00'";13;15;44;mäßig
DEHE005;"'05.04.2019 08:00'";13;7;58;mäßig
DEHE005;"'05.04.2019 09:00'";12;2;66;mäßig
DEHE005;"'05.04.2019 10:00'";12;4;66;mäßig
DEHE005;"'05.04.2019 11:00'";13;13;63;mäßig
DEHE005;"'05.04.2019 12:00'";13;33;33;gut
DEHE005;"'05.04.2019 13:00'";14;33;28;gut
DEHE005;"'05.04.2019 14:00'";14;34;24;gut
DEHE005;"'05.04.2019 15:00'";15;33;25;gut
DEHE005;"'05.04.2019 16:00'";16;28;26;gut
DEHE005;"'05.04.2019 17:00'";17;26;29;gut
DEHE005;"'05.04.2019 18:00'";18;25;26;gut
DEHE005;"'05.04.2019 19:00'";18;22;30;gut
DEHE005;"'05.04.2019 20:00'";19;18;33;gut
DEHE005;"'05.04.2019 21:00'";20;11;36;gut
DEHE005;"'05.04.2019 22:00'";21;4;42;mäßig
DEHE005;"'05.04.2019 23:00'";23;4;49;mäßig
DEHE005;"'05.04.2019 24:00'";24;2;42;mäßig
DEHE005;"'06.04.2019 01:00'";25;2;37;gut
DEHE005;"'06.04.2019 02:00'";26;2;36;gut
DEHE005;"'06.04.2019 03:00'";27;0.9;35;gut
DEHE005;"'06.04.2019 04:00'";28;0.6;32;gut
DEHE005;"'06.04.2019 05:00'";28;1;31;gut
DEHE005;"'06.04.2019 06:00'";29;0.6;29;gut
DEHE005;"'06.04.2019 07:00'";30;0.6;31;gut
DEHE005;"'06.04.2019 08:00'";30;2;32;gut
DEHE005;"'06.04.2019 09:00'";31;3;33;gut
DEHE005;"'06.04.2019 10:00'";31;5;34;gut
DEHE005;"'06.04.2019 11:00'";32;19;30;gut
DEHE005;"'06.04.2019 12:00'";32;33;26;gut
DEHE005;"'06.04.2019 13:00'";32;40;25;gut
DEHE005;"'06.04.2019 14:00'";33;49;22;gut
DEHE005;"'06.04.2019 15:00'";33;56;20;gut
DEHE005;"'06.04.2019 16:00'";32;64;21;gut
DEHE005;"'06.04.2019 17:00'";32;68;23;gut
DEHE005;"'06.04.2019 18:00'";31;69;23;gut
DEHE005;"'06.04.2019 19:00'";31;68;26;gut
DEHE005;"'06.04.2019 20:00'";30;66;31;gut
DEHE005;"'06.04.2019 21:00'";30;26;69;mäßig
DEHE005;"'06.04.2019 22:00'";29;46;44;mäßig
DEHE005;"'06.04.2019 23:00'";29;55;30;gut
DEHE005;"'06.04.2019 24:00'";28;51;33;gut
DEHE005;"'07.04.2019 01:00'";28;61;23;gut
DEHE005;"'07.04.2019 02:00'";28;57;27;gut
DEHE005;"'07.04.2019 03:00'";28;53;27;gut
DEHE005;"'07.04.2019 04:00'";27;55;24;gut
DEHE005;"'07.04.2019 05:00'";27;56;21;gut
DEHE005;"'07.04.2019 06:00'";27;57;26;gut
DEHE005;"'07.04.2019 07:00'";26;57;25;gut
DEHE005;"'07.04.2019 08:00'";26;48;31;gut
DEHE005;"'07.04.2019 09:00'";25;44;30;gut
DEHE005;"'07.04.2019 10:00'";24;71;16;gut
DEHE005;"'07.04.2019 11:00'";24;75;16;gut
DEHE005;"'07.04.2019 12:00'";23;86;14;gut
DEHE005;"'07.04.2019 13:00'";22;95;13;gut
DEHE005;"'07.04.2019 14:00'";21;107;11;gut
DEHE005;"'07.04.2019 15:00'";20;113;8;gut
DEHE005;"'07.04.2019 16:00'";20;112;12;gut
DEHE005;"'07.04.2019 17:00'";19;113;13;gut
DEHE005;"'07.04.2019 18:00'";19;105;19;gut
DEHE005;"'07.04.2019 19:00'";18;98;28;gut
DEHE005;"'07.04.2019 20:00'";18;90;33;gut
DEHE005;"'07.04.2019 21:00'";17;59;62;mäßig
DEHE005;"'07.04.2019 22:00'";17;33;80;mäßig
DEHE005;"'07.04.2019 23:00'";17;24;70;mäßig
DEHE005;"'07.04.2019 24:00'";16;27;58;mäßig
DEHE005;"'08.04.2019 01:00'";15;20;61;mäßig
DEHE005;"'08.04.2019 02:00'";15;40;39;gut
DEHE005;"'08.04.2019 03:00'";16;38;26;gut
DEHE005;"'08.04.2019 04:00'";16;32;25;gut
DEHE005;"'08.04.2019 05:00'";16;25;34;gut
DEHE005;"'08.04.2019 06:00'";16;22;35;gut
DEHE005;"'08.04.2019 07:00'";16;17;40;gut
DEHE005;"'08.04.2019 08:00'";16;7;53;mäßig
DEHE005;"'08.04.2019 09:00'";17;10;46;mäßig
DEHE005;"'08.04.2019 10:00'";18;12;42;mäßig
DEHE005;"'08.04.2019 11:00'";19;14;40;gut
DEHE005;"'08.04.2019 12:00'";21;21;39;gut
DEHE005;"'08.04.2019 13:00'";22;28;41;mäßig
DEHE005;"'08.04.2019 14:00'";24;41;37;gut
DEHE005;"'08.04.2019 15:00'";26;52;32;gut
DEHE005;"'08.04.2019 16:00'";28;50;35;gut
DEHE005;"'08.04.2019 17:00'";29;44;37;gut
DEHE005;"'08.04.2019 18:00'";31;45;31;gut
DEHE005;"'08.04.2019 19:00'";32;41;32;gut
DEHE005;"'08.04.2019 20:00'";33;36;35;gut
DEHE005;"'08.04.2019 21:00'";35;23;46;mäßig
DEHE005;"'08.04.2019 22:00'";36;18;48;mäßig
DEHE005;"'08.04.2019 23:00'";38;22;44;mäßig
DEHE005;"'08.04.2019 24:00'";39;20;39;mäßig
DEHE005;"'09.04.2019 01:00'";41;14;41;mäßig
DEHE005;"'09.04.2019 02:00'";42;11;41;mäßig
DEHE005;"'09.04.2019 03:00'";41;13;36;mäßig
DEHE005;"'09.04.2019 04:00'";41;5;41;mäßig
DEHE005;"'09.04.2019 05:00'";42;4;42;mäßig
DEHE005;"'09.04.2019 06:00'";43;1;42;mäßig
DEHE005;"'09.04.2019 07:00'";44;1;49;mäßig
DEHE005;"'09.04.2019 08:00'";45;-;-;mäßig
DEHE005;"'09.04.2019 09:00'";45;2;52;mäßig
DEHE005;"'09.04.2019 10:00'";46;4;52;mäßig
DEHE005;"'09.04.2019 11:00'";46;6;45;mäßig
DEHE005;"'09.04.2019 12:00'";46;9;33;mäßig
DEHE005;"'09.04.2019 13:00'";46;14;38;mäßig
DEHE005;"'09.04.2019 14:00'";46;28;35;mäßig
DEHE005;"'09.04.2019 15:00'";46;48;38;mäßig
DEHE005;"'09.04.2019 16:00'";46;56;38;mäßig
DEHE005;"'09.04.2019 17:00'";46;56;41;mäßig
DEHE005;"'09.04.2019 18:00'";45;84;29;mäßig
DEHE005;"'09.04.2019 19:00'";44;74;32;mäßig
DEHE005;"'09.04.2019 20:00'";43;60;40;mäßig
DEHE005;"'09.04.2019 21:00'";43;44;51;mäßig
DEHE005;"'09.04.2019 22:00'";42;52;30;mäßig
DEHE005;"'09.04.2019 23:00'";42;54;21;mäßig
DEHE005;"'09.04.2019 24:00'";41;59;16;mäßig
DEHE005;"'10.04.2019 01:00'";40;61;13;mäßig
DEHE005;"'10.04.2019 02:00'";40;60;15;mäßig
DEHE005;"'10.04.2019 03:00'";40;60;13;mäßig
DEHE005;"'10.04.2019 04:00'";40;56;13;mäßig
DEHE005;"'10.04.2019 05:00'";39;63;11;mäßig
DEHE005;"'10.04.2019 06:00'";38;61;21;mäßig
DEHE005;"'10.04.2019 07:00'";37;52;31;mäßig
DEHE005;"'10.04.2019 08:00'";36;29;61;mäßig
DEHE005;"'10.04.2019 09:00'";35;43;40;gut
DEHE005;"'10.04.2019 10:00'";34;47;34;gut
DEHE005;"'10.04.2019 11:00'";33;53;31;gut
DEHE005;"'10.04.2019 12:00'";32;62;29;gut
DEHE005;"'10.04.2019 13:00'";31;75;23;gut
DEHE005;"'10.04.2019 14:00'";30;82;24;gut
DEHE005;"'10.04.2019 15:00'";29;88;21;gut
DEHE005;"'10.04.2019 16:00'";28;92;21;gut
DEHE005;"'10.04.2019 17:00'";28;97;16;gut
DEHE005;"'10.04.2019 18:00'";28;95;17;gut
DEHE005;"'10.04.2019 19:00'";28;93;17;gut
DEHE005;"'10.04.2019 20:00'";28;86;20;gut
DEHE005;"'10.04.2019 21:00'";27;78;23;gut
DEHE005;"'10.04.2019 22:00'";27;75;23;gut
DEHE005;"'10.04.2019 23:00'";26;83;16;gut
DEHE005;"'10.04.2019 24:00'";26;83;12;gut
DEHE005;"'11.04.2019 01:00'";25;77;15;gut
DEHE005;"'11.04.2019 02:00'";24;76;12;gut
DEHE005;"'11.04.2019 03:00'";23;77;10;gut
DEHE005;"'11.04.2019 04:00'";23;76;10;gut
DEHE005;"'11.04.2019 05:00'";22;64;20;gut
DEHE005;"'11.04.2019 06:00'";22;53;30;gut
DEHE005;"'11.04.2019 07:00'";22;40;43;mäßig
DEHE005;"'11.04.2019 08:00'";21;45;44;mäßig
DEHE005;"'11.04.2019 09:00'";21;47;41;mäßig
DEHE005;"'11.04.2019 10:00'";21;68;24;gut
DEHE005;"'11.04.2019 11:00'";20;75;25;gut
DEHE005;"'11.04.2019 12:00'";20;82;18;gut
DEHE005;"'11.04.2019 13:00'";19;83;16;gut
DEHE005;"'11.04.2019 14:00'";19;85;18;gut
DEHE005;"'11.04.2019 15:00'";18;88;18;gut
DEHE005;"'11.04.2019 16:00'";18;88;17;gut
DEHE005;"'11.04.2019 17:00'";18;89;17;gut
DEHE005;"'11.04.2019 18:00'";18;86;19;gut
DEHE005;"'11.04.2019 19:00'";17;86;17;gut
DEHE005;"'11.04.2019 20:00'";17;82;20;gut
DEHE005;"'11.04.2019 21:00'";17;75;26;gut
DEHE005;"'11.04.2019 22:00'";17;70;23;gut
DEHE005;"'11.04.2019 23:00'";17;66;18;gut
DEHE005;"'11.04.2019 24:00'";16;61;22;gut
DEHE005;"'12.04.2019 01:00'";16;62;19;gut
DEHE005;"'12.04.2019 02:00'";16;66;15;gut
DEHE005;"'12.04.2019 03:00'";15;64;16;gut
DEHE005;"'12.04.2019 04:00'";15;60;15;"sehr gut"
DEHE005;"'12.04.2019 05:00'";15;58;19;"sehr gut"
DEHE005;"'12.04.2019 06:00'";15;55;22;gut
DEHE005;"'12.04.2019 07:00'";14;48;29;gut
DEHE005;"'12.04.2019 08:00'";14;37;42;mäßig
DEHE005;"'12.04.2019 09:00'";14;41;38;gut
DEHE005;"'12.04.2019 10:00'";14;53;25;gut
DEHE005;"'12.04.2019 11:00'";14;59;18;"sehr gut"
DEHE005;"'12.04.2019 12:00'";15;61;20;gut
DEHE005;"'12.04.2019 13:00'";15;65;19;gut
DEHE005;"'12.04.2019 14:00'";15;70;14;gut
DEHE005;"'12.04.2019 15:00'";16;71;15;gut
DEHE005;"'12.04.2019 16:00'";16;68;19;gut
DEHE005;"'12.04.2019 17:00'";16;69;17;gut
DEHE005;"'12.04.2019 18:00'";16;65;19;gut
DEHE005;"'12.04.2019 19:00'";17;64;21;gut
DEHE005;"'12.04.2019 20:00'";17;60;25;gut
DEHE005;"'12.04.2019 21:00'";17;56;26;gut
DEHE005;"'12.04.2019 22:00'";17;55;23;gut
DEHE005;"'12.04.2019 23:00'";18;53;22;gut
DEHE005;"'12.04.2019 24:00'";18;55;17;"sehr gut"
DEHE005;"'13.04.2019 01:00'";18;55;15;"sehr gut"
DEHE005;"'13.04.2019 02:00'";18;56;15;"sehr gut"
DEHE005;"'13.04.2019 03:00'";18;56;14;"sehr gut"
DEHE005;"'13.04.2019 04:00'";19;54;14;"sehr gut"
DEHE005;"'13.04.2019 05:00'";19;54;13;"sehr gut"
DEHE005;"'13.04.2019 06:00'";19;49;17;"sehr gut"
DEHE005;"'13.04.2019 07:00'";20;46;19;"sehr gut"
DEHE005;"'13.04.2019 08:00'";20;44;19;"sehr gut"
DEHE005;"'13.04.2019 09:00'";20;47;16;"sehr gut"
DEHE005;"'13.04.2019 10:00'";21;50;16;gut
DEHE005;"'13.04.2019 11:00'";21;54;17;gut
DEHE005;"'13.04.2019 12:00'";21;62;14;gut
DEHE005;"'13.04.2019 13:00'";21;71;15;gut
DEHE005;"'13.04.2019 14:00'";20;74;16;gut
DEHE005;"'13.04.2019 15:00'";20;74;15;gut
DEHE005;"'13.04.2019 16:00'";20;78;15;gut
DEHE005;"'13.04.2019 17:00'";20;81;14;gut
DEHE005;"'13.04.2019 18:00'";19;77;22;gut
DEHE005;"'13.04.2019 19:00'";20;73;21;gut
DEHE005;"'13.04.2019 20:00'";20;70;20;gut
DEHE005;"'13.04.2019 21:00'";20;68;19;gut
DEHE005;"'13.04.2019 22:00'";20;67;18;gut
DEHE005;"'13.04.2019 23:00'";20;62;21;gut
DEHE005;"'13.04.2019 24:00'";21;63;17;gut
DEHE005;"'14.04.2019 01:00'";21;64;14;gut
DEHE005;"'14.04.2019 02:00'";22;63;11;gut
DEHE005;"'14.04.2019 03:00'";22;64;12;gut
DEHE005;"'14.04.2019 04:00'";23;58;11;gut
DEHE005;"'14.04.2019 05:00'";24;51;15;gut
DEHE005;"'14.04.2019 06:00'";24;50;16;gut
DEHE005;"'14.04.2019 07:00'";25;50;17;gut
DEHE005;"'14.04.2019 08:00'";25;49;15;gut
DEHE005;"'14.04.2019 09:00'";25;52;14;gut
DEHE005;"'14.04.2019 10:00'";25;56;14;gut
DEHE005;"'14.04.2019 11:00'";25;61;12;gut
DEHE005;"'14.04.2019 12:00'";25;74;11;gut
DEHE005;"'14.04.2019 13:00'";26;82;10;gut
DEHE005;"'14.04.2019 14:00'";26;87;10;gut
DEHE005;"'14.04.2019 15:00'";26;87;9;gut
DEHE005;"'14.04.2019 16:00'";26;86;10;gut
DEHE005;"'14.04.2019 17:00'";25;81;10;gut
DEHE005;"'14.04.2019 18:00'";25;73;11;gut
DEHE005;"'14.04.2019 19:00'";25;65;12;gut
DEHE005;"'14.04.2019 20:00'";24;61;15;gut
DEHE005;"'14.04.2019 21:00'";24;51;21;gut
DEHE005;"'14.04.2019 22:00'";23;50;18;gut
DEHE005;"'14.04.2019 23:00'";22;47;18;gut
DEHE005;"'14.04.2019 24:00'";21;39;17;gut
DEHE005;"'15.04.2019 01:00'";21;39;14;gut
DEHE005;"'15.04.2019 02:00'";20;32;19;"sehr gut"
DEHE005;"'15.04.2019 03:00'";19;30;18;"sehr gut"
DEHE005;"'15.04.2019 04:00'";18;27;21;gut
DEHE005;"'15.04.2019 05:00'";17;26;21;gut
DEHE005;"'15.04.2019 06:00'";16;8;40;gut
DEHE005;"'15.04.2019 07:00'";15;0.6;52;mäßig
DEHE005;"'15.04.2019 08:00'";15;3;55;mäßig
DEHE005;"'15.04.2019 09:00'";15;14;38;gut
DEHE005;"'15.04.2019 10:00'";15;25;30;gut
DEHE005;"'15.04.2019 11:00'";15;31;29;gut
DEHE005;"'15.04.2019 12:00'";15;39;28;gut
DEHE005;"'15.04.2019 13:00'";16;45;34;gut
DEHE005;"'15.04.2019 14:00'";16;66;32;gut
DEHE005;"'15.04.2019 15:00'";16;81;33;gut
DEHE005;"'15.04.2019 16:00'";16;88;33;gut
DEHE005;"'15.04.2019 17:00'";16;93;28;gut
DEHE005;"'15.04.2019 18:00'";16;94;28;gut
DEHE005;"'15.04.2019 19:00'";16;98;23;gut
DEHE005;"'15.04.2019 20:00'";16;94;23;gut
DEHE005;"'15.04.2019 21:00'";17;84;31;gut
DEHE005;"'15.04.2019 22:00'";17;84;26;gut
DEHE005;"'15.04.2019 23:00'";18;68;31;gut
DEHE005;"'15.04.2019 24:00'";18;69;22;gut
DEHE005;"'16.04.2019 01:00'";19;75;19;gut
DEHE005;"'16.04.2019 02:00'";19;66;29;gut
DEHE005;"'16.04.2019 03:00'";19;71;21;gut
DEHE005;"'16.04.2019 04:00'";19;58;28;gut
DEHE005;"'16.04.2019 05:00'";19;49;33;gut
DEHE005;"'16.04.2019 06:00'";19;29;47;mäßig
DEHE005;"'16.04.2019 07:00'";19;10;65;mäßig
DEHE005;"'16.04.2019 08:00'";20;6;79;mäßig
DEHE005;"'16.04.2019 09:00'";19;13;86;mäßig
DEHE005;"'16.04.2019 10:00'";19;51;47;mäßig
DEHE005;"'16.04.2019 11:00'";19;47;55;mäßig
DEHE005;"'16.04.2019 12:00'";19;60;45;mäßig
DEHE005;"'16.04.2019 13:00'";19;67;44;mäßig
DEHE005;"'16.04.2019 14:00'";19;83;30;gut
DEHE005;"'16.04.2019 15:00'";19;90;25;gut
DEHE005;"'16.04.2019 16:00'";20;82;41;mäßig
DEHE005;"'16.04.2019 17:00'";20;91;37;gut
DEHE005;"'16.04.2019 18:00'";20;92;37;gut
DEHE005;"'16.04.2019 19:00'";21;71;55;mäßig
DEHE005;"'16.04.2019 20:00'";21;55;63;mäßig
DEHE005;"'16.04.2019 21:00'";21;52;53;mäßig
DEHE005;"'16.04.2019 22:00'";20;61;39;gut
DEHE005;"'16.04.2019 23:00'";20;73;25;gut
DEHE005;"'16.04.2019 24:00'";19;67;33;gut
DEHE005;"'17.04.2019 01:00'";19;70;28;gut
DEHE005;"'17.04.2019 02:00'";18;75;21;gut
DEHE005;"'17.04.2019 03:00'";18;81;17;gut
DEHE005;"'17.04.2019 04:00'";17;77;12;gut
DEHE005;"'17.04.2019 05:00'";17;65;20;gut
DEHE005;"'17.04.2019 06:00'";17;51;31;gut
DEHE005;"'17.04.2019 07:00'";17;35;49;mäßig
DEHE005;"'17.04.2019 08:00'";16;12;71;mäßig
DEHE005;"'17.04.2019 09:00'";16;10;75;mäßig
DEHE005;"'17.04.2019 10:00'";16;21;67;mäßig
DEHE005;"'17.04.2019 11:00'";16;35;52;mäßig
DEHE005;"'17.04.2019 12:00'";17;38;55;mäßig
DEHE005;"'17.04.2019 13:00'";17;49;43;mäßig
DEHE005;"'17.04.2019 14:00'";17;60;41;mäßig
DEHE005;"'17.04.2019 15:00'";17;61;47;mäßig
DEHE005;"'17.04.2019 16:00'";17;68;44;mäßig
DEHE005;"'17.04.2019 17:00'";17;81;24;gut
DEHE005;"'17.04.2019 18:00'";17;89;19;gut
DEHE005;"'17.04.2019 19:00'";17;90;25;gut
DEHE005;"'17.04.2019 20:00'";17;84;32;gut
DEHE005;"'17.04.2019 21:00'";18;87;29;gut
DEHE005;"'17.04.2019 22:00'";18;84;27;gut
DEHE005;"'17.04.2019 23:00'";19;79;26;gut
DEHE005;"'17.04.2019 24:00'";20;80;21;gut
DEHE005;"'18.04.2019 01:00'";20;79;19;gut
DEHE005;"'18.04.2019 02:00'";21;57;42;mäßig
DEHE005;"'18.04.2019 03:00'";21;81;15;gut
DEHE005;"'18.04.2019 04:00'";22;79;16;gut
DEHE005;"'18.04.2019 05:00'";22;81;13;gut
DEHE005;"'18.04.2019 06:00'";22;70;22;gut
DEHE005;"'18.04.2019 07:00'";22;63;32;gut
DEHE005;"'18.04.2019 08:00'";22;45;59;mäßig
DEHE005;"'18.04.2019 09:00'";22;49;51;mäßig
DEHE005;"'18.04.2019 10:00'";22;52;44;mäßig
DEHE005;"'18.04.2019 11:00'";21;65;36;gut
DEHE005;"'18.04.2019 12:00'";21;85;27;gut
DEHE005;"'18.04.2019 13:00'";21;91;26;gut
DEHE005;"'18.04.2019 14:00'";21;91;30;gut
DEHE005;"'18.04.2019 15:00'";20;98;24;gut
DEHE005;"'18.04.2019 16:00'";20;104;19;gut
DEHE005;"'18.04.2019 17:00'";19;108;16;gut
DEHE005;"'18.04.2019 18:00'";19;106;20;gut
DEHE005;"'18.04.2019 19:00'";19;103;21;gut
DEHE005;"'18.04.2019 20:00'";19;102;23;gut
DEHE005;"'18.04.2019 21:00'";20;93;30;gut
DEHE005;"'18.04.2019 22:00'";19;82;36;gut
DEHE005;"'18.04.2019 23:00'";19;69;37;gut
DEHE005;"'18.04.2019 24:00'";18;65;40;gut
DEHE005;"'19.04.2019 01:00'";18;79;26;gut
DEHE005;"'19.04.2019 02:00'";18;77;27;gut
DEHE005;"'19.04.2019 03:00'";18;66;31;gut
DEHE005;"'19.04.2019 04:00'";18;80;22;gut
DEHE005;"'19.04.2019 05:00'";19;89;14;gut
DEHE005;"'19.04.2019 06:00'";19;83;16;gut
DEHE005;"'19.04.2019 07:00'";19;80;18;gut
DEHE005;"'19.04.2019 08:00'";19;83;17;gut
DEHE005;"'19.04.2019 09:00'";19;78;19;gut
DEHE005;"'19.04.2019 10:00'";18;87;12;gut
DEHE005;"'19.04.2019 11:00'";18;88;13;gut
DEHE005;"'19.04.2019 12:00'";18;99;13;gut
DEHE005;"'19.04.2019 13:00'";17;108;11;gut
DEHE005;"'19.04.2019 14:00'";17;111;12;gut
DEHE005;"'19.04.2019 15:00'";17;116;12;gut
DEHE005;"'19.04.2019 16:00'";17;119;13;gut
DEHE005;"'19.04.2019 17:00'";17;122;14;mäßig
DEHE005;"'19.04.2019 18:00'";16;123;13;mäßig
DEHE005;"'19.04.2019 19:00'";16;116;19;gut
DEHE005;"'19.04.2019 20:00'";16;108;24;gut
DEHE005;"'19.04.2019 21:00'";16;68;58;mäßig
DEHE005;"'19.04.2019 22:00'";16;50;56;mäßig
DEHE005;"'19.04.2019 23:00'";16;48;48;mäßig
DEHE005;"'19.04.2019 24:00'";16;68;33;gut
DEHE005;"'20.04.2019 01:00'";16;93;18;gut
DEHE005;"'20.04.2019 02:00'";16;96;16;gut
DEHE005;"'20.04.2019 03:00'";16;99;15;gut
DEHE005;"'20.04.2019 04:00'";16;101;14;gut
DEHE005;"'20.04.2019 05:00'";16;79;27;gut
DEHE005;"'20.04.2019 06:00'";16;51;39;gut
DEHE005;"'20.04.2019 07:00'";16;39;44;mäßig
DEHE005;"'20.04.2019 08:00'";17;40;46;mäßig
DEHE005;"'20.04.2019 09:00'";17;50;44;mäßig
DEHE005;"'20.04.2019 10:00'";17;74;30;gut
DEHE005;"'20.04.2019 11:00'";17;94;27;gut
DEHE005;"'20.04.2019 12:00'";18;97;27;gut
DEHE005;"'20.04.2019 13:00'";18;105;25;gut
DEHE005;"'20.04.2019 14:00'";18;116;23;gut
DEHE005;"'20.04.2019 15:00'";19;124;21;mäßig
DEHE005;"'20.04.2019 16:00'";19;128;19;mäßig
DEHE005;"'20.04.2019 17:00'";19;129;18;mäßig
DEHE005;"'20.04.2019 18:00'";19;128;19;mäßig
DEHE005;"'20.04.2019 19:00'";19;129;16;mäßig
DEHE005;"'20.04.2019 20:00'";19;119;24;gut
DEHE005;"'20.04.2019 21:00'";18;106;31;gut
DEHE005;"'20.04.2019 22:00'";18;87;37;gut
DEHE005;"'20.04.2019 23:00'";19;96;33;gut
DEHE005;"'20.04.2019 24:00'";19;106;25;gut
DEHE005;"'21.04.2019 01:00'";20;93;34;gut
DEHE005;"'21.04.2019 02:00'";21;93;29;gut
DEHE005;"'21.04.2019 03:00'";22;83;29;gut
DEHE005;"'21.04.2019 04:00'";23;80;28;gut
DEHE005;"'21.04.2019 05:00'";23;69;28;gut
DEHE005;"'21.04.2019 06:00'";24;62;27;gut
DEHE005;"'21.04.2019 07:00'";24;61;30;gut
DEHE005;"'21.04.2019 08:00'";25;62;29;gut
DEHE005;"'21.04.2019 09:00'";25;70;24;gut
DEHE005;"'21.04.2019 10:00'";25;92;17;gut
DEHE005;"'21.04.2019 11:00'";26;106;17;gut
DEHE005;"'21.04.2019 12:00'";26;114;13;gut
DEHE005;"'21.04.2019 13:00'";26;118;14;gut
DEHE005;"'21.04.2019 14:00'";26;129;13;mäßig
DEHE005;"'21.04.2019 15:00'";26;136;11;mäßig
DEHE005;"'21.04.2019 16:00'";26;138;10;mäßig
DEHE005;"'21.04.2019 17:00'";26;137;10;mäßig
DEHE005;"'21.04.2019 18:00'";26;135;10;mäßig
DEHE005;"'21.04.2019 19:00'";26;127;17;mäßig
DEHE005;"'21.04.2019 20:00'";26;120;23;gut
DEHE005;"'21.04.2019 21:00'";26;93;43;mäßig
DEHE005;"'21.04.2019 22:00'";26;73;42;mäßig
DEHE005;"'21.04.2019 23:00'";26;61;44;mäßig
DEHE005;"'21.04.2019 24:00'";26;69;36;gut
DEHE005;"'22.04.2019 01:00'";25;81;28;gut
DEHE005;"'22.04.2019 02:00'";24;97;19;gut
DEHE005;"'22.04.2019 03:00'";23;103;11;gut
DEHE005;"'22.04.2019 04:00'";22;82;24;gut
DEHE005;"'22.04.2019 05:00'";22;80;21;gut
DEHE005;"'22.04.2019 06:00'";22;64;24;gut
DEHE005;"'22.04.2019 07:00'";22;52;28;gut
DEHE005;"'22.04.2019 08:00'";21;54;24;gut
DEHE005;"'22.04.2019 09:00'";21;68;22;gut
DEHE005;"'22.04.2019 10:00'";20;88;14;gut
DEHE005;"'22.04.2019 11:00'";20;91;13;gut
DEHE005;"'22.04.2019 12:00'";19;102;10;gut
DEHE005;"'22.04.2019 13:00'";19;120;10;gut
DEHE005;"'22.04.2019 14:00'";19;126;10;mäßig
DEHE005;"'22.04.2019 15:00'";19;123;12;mäßig
DEHE005;"'22.04.2019 16:00'";19;124;8;mäßig
DEHE005;"'22.04.2019 17:00'";19;120;10;gut
DEHE005;"'22.04.2019 18:00'";19;121;10;mäßig
DEHE005;"'22.04.2019 19:00'";19;119;13;gut
DEHE005;"'22.04.2019 20:00'";19;115;14;gut
DEHE005;"'22.04.2019 21:00'";19;105;16;gut
DEHE005;"'22.04.2019 22:00'";18;94;17;gut
DEHE005;"'22.04.2019 23:00'";18;92;14;gut
DEHE005;"'22.04.2019 24:00'";18;93;13;gut
DEHE005;"'23.04.2019 01:00'";17;97;7;gut
DEHE005;"'23.04.2019 02:00'";17;95;8;gut
DEHE005;"'23.04.2019 03:00'";16;95;7;gut
DEHE005;"'23.04.2019 04:00'";16;95;6;gut
DEHE005;"'23.04.2019 05:00'";16;94;7;gut
DEHE005;"'23.04.2019 06:00'";15;77;20;gut
DEHE005;"'23.04.2019 07:00'";14;56;38;gut
DEHE005;"'23.04.2019 08:00'";14;44;60;mäßig
DEHE005;"'23.04.2019 09:00'";14;62;41;mäßig
DEHE005;"'23.04.2019 10:00'";15;68;27;gut
DEHE005;"'23.04.2019 11:00'";15;60;38;gut
DEHE005;"'23.04.2019 12:00'";15;79;27;gut
DEHE005;"'23.04.2019 13:00'";16;86;27;gut
DEHE005;"'23.04.2019 14:00'";17;90;28;gut
